2,3,1,2500,0,0,0,0,0,0,0
3,3,2,1500,0,0,0,0,0,0,0
4,3,3,500,0,0,0,0,0,0,0
1,3,0,3500,0,0,40000,40000,0,0,0
5,3,4,2500,0,0,20000,0,0,0,0
